data,player,language,publishedAt,short,sentiment
bayerleverkusen bemuhungen um einen linksverteidiger gehen direkt weiter  das sportliche upgrade zum derzeitigen linksverteidiger bakker wurde der fruhere spanische u--nationalspieler (zwei einsatze) naturlich darstellen,bakker,de,2023-02-03T10:58:04Z,bayerleverkusen bemuhungen um einen linksverteidiger gehen direkt weiter  das sportliche upgrade zum derzeitigen linksverteidiger bakker wurde der fruhere spanische u--nationalspieler (zwei einsatze) naturlich darstellen,4
"spieltag gegen freiburg, als seine konkurrenten bakker und hincapie gesperrt fehlten, komplett aussen vor",bakker,de,2023-02-13T09:13:15Z,"spieltag gegen freiburg, als seine konkurrenten bakker und hincapie gesperrt fehlten, komplett aussen vor",1
"zudem drohen sowohl bakker\xaals auch weltmeister\xaexequiel palacios sperren, beide haben im laufe des wettbewerbs schon jeweils zwei gelbe karten gesammelt",bakker,de,2023-02-23T09:06:07Z,"zudem drohen sowohl bakker\xaals auch weltmeister\xaexequiel palacios sperren, beide haben im laufe des wettbewerbs schon jeweils zwei gelbe karten gesammelt",1
bakker traf mit der ersten aktion das aussennetz (.),bakker,de,2023-02-23T20:27:48Z,bakker traf mit der ersten aktion das aussennetz (,1
ein treffer von\xamitchel bakker wurde wegen einer abseitsstellung zu recht aberkannt (.),bakker,de,2023-02-23T20:38:00Z,ein treffer von\xamitchel bakker wurde wegen einer abseitsstellung zu recht aberkannt (,1
"bakker erzielte gar das vermeintliche :, stand aber hauchdunn im abseits (.)",bakker,de,2023-02-23T20:53:47Z,"bakker erzielte gar das vermeintliche :, stand aber hauchdunn im abseits (",1
geschafft! bayerleverkusen spieler nach dem sieg-elfer von diaby  bakker: genie und wahnsinn lagen beim niederlander auf der linken seite mal wieder sehr eng nebeneinander,bakker,de,2023-02-23T22:07:40Z,geschafft! bayerleverkusen spieler nach dem sieg-elfer von diaby  bakker: genie und wahnsinn lagen beim niederlander auf der linken seite mal wieder sehr eng nebeneinander,4
dann traf azmoun nach einer butterweichen flanke von bakker technisch anspruchsvoll zum :,bakker,de,2023-02-26T16:28:57Z,dann traf azmoun nach einer butterweichen flanke von bakker technisch anspruchsvoll zum :,3
dann traf azmoun nach einer flanke von bakker technisch anspruchsvoll zum :,bakker,de,2023-02-26T16:32:55Z,dann traf azmoun nach einer flanke von bakker technisch anspruchsvoll zum :,3
dann traf azmoun nach einer prazisen flanke von bakker technisch anspruchsvoll zum :,bakker,de,2023-02-26T16:41:45Z,dann traf azmoun nach einer prazisen flanke von bakker technisch anspruchsvoll zum :,4
bakker stand beim : von bayerleverkusen uber hertha bsc nicht im kader,bakker,de,2023-03-06T13:56:57Z,bakker stand beim : von bayerleverkusen uber hertha bsc nicht im kader,1
"bayerleverkusen linksverteidiger als unsicherheitsfaktor - alkmaars kerkez auf der liste  kein spieler von bayerleverkusen vermag es, so abrupt zwischen den extremen hin und her zu springen wie bakker",bakker,de,2023-03-07T18:58:15Z,"bayerleverkusen linksverteidiger als unsicherheitsfaktor - alkmaars kerkez auf der liste  kein spieler von bayerleverkusen vermag es, so abrupt zwischen den extremen hin und her zu springen wie bakker",1
bakker am mittwoch im abschluss-training in bayerleverkusen  es war das thema in den letzten tagen rund um bayerleverkusen,bakker,de,2023-03-08T14:25:18Z,bakker am mittwoch im abschluss-training in bayerleverkusen  es war das thema in den letzten tagen rund um bayerleverkusen,4
"bayerleverkusen trainer hat die wiederholte verfehlung des niederlanders abgehakt  fur das bundesligaspiel gegen hertha bsc hatte alonso linksverteidiger bakker aus dem kader gestrichen, weil er viel zu spat zum abschlusstraining gekommen war",bakker,de,2023-03-08T14:37:28Z,"bayerleverkusen trainer hat die wiederholte verfehlung des niederlanders abgehakt  fur das bundesligaspiel gegen hertha bsc hatte alonso linksverteidiger bakker aus dem kader gestrichen, weil er viel zu spat zum abschlusstraining gekommen war",1
"wie auch der nach disziplinproblemen gegen hertha bsc nicht berucksichtigte und gegen budapest nicht eingesetzte bakker, der links im -- in die anfangsformation rutschen konnte",bakker,de,2023-03-10T17:47:41Z,"wie auch der nach disziplinproblemen gegen hertha bsc nicht berucksichtigte und gegen budapest nicht eingesetzte bakker, der links im -- in die anfangsformation rutschen konnte",1
"die kugel landet bei bakker (), der per dropkick-knaller trifft",bakker,de,2023-03-12T18:23:46Z,"die kugel landet bei bakker (), der per dropkick-knaller trifft",3
bakker (,bakker,de,2023-03-12T18:29:14Z,bakker (,3
" tore von marvin ducksch (.) und niclas fullkrug (./elfmeter) waren zu wenig fur zahlbares, da aufseiten der leverkusener bakker (.), frimpong (.) und adam hlozek (.) im weser stadion trafen",bakker,de,2023-03-12T18:33:46Z,"/elfmeter) waren zu wenig fur zahlbares, da aufseiten der leverkusener bakker (",3
"minute), bakker glich jedoch umgehend wieder aus (.)",bakker,de,2023-03-12T19:25:06Z,"minute), bakker glich jedoch umgehend wieder aus (",3
" nur drei minuten nach dem : erzielt bakker (r.) gegen bremen den ausgleich und halt sein team im spiel  einen guten und verlasslichen linksverteidiger zu finden, ist schwer",bakker,de,2023-03-12T19:51:00Z,nur drei minuten nach dem : erzielt bakker (r,1
mitchell weiser (l.) gegen bayerleverkusen bakker im kampf um den ball  in diesem schuss lag wohl auch eine menge wut - uber sich selbst..,bakker,de,2023-03-12T21:01:03Z,) gegen bayerleverkusen bakker im kampf um den ball  in diesem schuss lag wohl auch eine menge wut - uber sich selbst,1
"bakker (.) vergab die grosse moglichkeit aufs :, sein schuss wurde im letzten moment geblockt",bakker,de,2023-03-16T20:14:34Z,bakker (,3
"demirbay), bakker - diaby, azmoun (",bakker,de,2023-03-16T21:49:55Z,"demirbay), bakker - diaby, azmoun (",3
"diesmal war es die vierte minute der zweiten halbzeit, als tapsoba einen langen ball auf diaby spielte, der gab diesmal auf bakker ablegte - doch der niederlander wurde im letzten moment gebremst",bakker,de,2023-03-16T22:02:42Z,"diesmal war es die vierte minute der zweiten halbzeit, als tapsoba einen langen ball auf diaby spielte, der gab diesmal auf bakker ablegte - doch der niederlander wurde im letzten moment gebremst",1
" kurz darauf hatte bakker fur gefahr sorgen konnen, die hereingabe des aussenverteidigers aber war viel zu harmlos",bakker,de,2023-03-16T22:08:33Z,"kurz darauf hatte bakker fur gefahr sorgen konnen, die hereingabe des aussenverteidigers aber war viel zu harmlos",2
"torschutzen unter sich: diaby und adli (r.) feiern adlis treffer zum : fur bayerleverkusen  frimpong: der niederlander wahnte sich kurz nach der pause als torschutze, passgeber bakker stand davor aber deutlich im abseits",bakker,de,2023-03-17T07:01:04Z,") feiern adlis treffer zum : fur bayerleverkusen  frimpong: der niederlander wahnte sich kurz nach der pause als torschutze, passgeber bakker stand davor aber deutlich im abseits",5
"da frimpong zu einem der starksten flugelspieler der liga avanciert, da sardar azmoun genau wie bakker in fahrt kommt und auch torhuter lukas hradecky immer weniger fehler macht",bakker,de,2023-03-19T13:48:37Z,"da frimpong zu einem der starksten flugelspieler der liga avanciert, da sardar azmoun genau wie bakker in fahrt kommt und auch torhuter lukas hradecky immer weniger fehler macht",5
"wirtz im leverkusener abschluss-training vor dem spiel gegen saint-gilloise  wirtz ist jedoch nicht der einzige spieler im bayerleverkusen-kader, dem eine sperre auf der internationalen buhne droht: auch bakker (), odilon kossounou () und demirbay () sind mit je zwei gelben karten vorbelastet, hatten schon verwarnungen aus der championsleague auf dem konto",bakker,de,2023-04-13T07:31:14Z,"wirtz im leverkusener abschluss-training vor dem spiel gegen saint-gilloise  wirtz ist jedoch nicht der einzige spieler im bayerleverkusen-kader, dem eine sperre auf der internationalen buhne droht: auch bakker (), odilon kossounou () und demirbay () sind mit je zwei gelben karten vorbelastet, hatten schon verwarnungen aus der championsleague auf dem konto",3
hincapie (l.) und tah bedanken sich fur die fan-unterstutzung  bakker: einziger neuer spieler in der startelf,bakker,de,2023-04-14T08:16:22Z,) und tah bedanken sich fur die fan-unterstutzung  bakker: einziger neuer spieler in der startelf,3
schliesslich ist die position links hinten im team alonso alonsos mit bakker und daley sinkgraven derzeit nicht herausragend besetzt,bakker,de,2023-04-15T16:09:00Z,schliesslich ist die position links hinten im team alonso alonsos mit bakker und daley sinkgraven derzeit nicht herausragend besetzt,3
"dort sassen mit tah, adli, bakker und vor allem wirtz vier spieler auf der bank, die in den wirklich wichtigen partien meist zur startelf zahlen",bakker,de,2023-04-20T15:41:59Z,"dort sassen mit tah, adli, bakker und vor allem wirtz vier spieler auf der bank, die in den wirklich wichtigen partien meist zur startelf zahlen",4
"diaby (l.), bayerleverkusen :-schutze, und bakker, der das : besorgt, feiern zusammen  sie sind fussball-deutschlands letztes europa-eisen im feuer!  bayerleverkusen schlagt im viertelfinale der europaleague union saint-gilloise : (hinspiel :)",bakker,de,2023-04-20T20:50:39Z,"), bayerleverkusen :-schutze, und bakker, der das : besorgt, feiern zusammen  sie sind fussball-deutschlands letztes europa-eisen im feuer!  bayerleverkusen schlagt im viertelfinale der europaleague union saint-gilloise : (hinspiel :)",5
"diaby brachte die mannschaft von trainer alonso in brussel nach sekunden in fuhrung, bakker (.), frimpong (.) und adam hlozek (.) legten nach",bakker,de,2023-04-20T20:51:25Z,"diaby brachte die mannschaft von trainer alonso in brussel nach sekunden in fuhrung, bakker (",1
sechs minuten spater trat hlozek nach hereingabe von bakker am ball vorbei,bakker,de,2023-04-20T20:54:03Z,sechs minuten spater trat hlozek nach hereingabe von bakker am ball vorbei,1
"diaby brachte die mannschaft von trainer alonso am donnerstag in brussel nach sekunden in fuhrung, bakker (.), frimpong (.) und adam hlozek (.) legten nach",bakker,de,2023-04-20T20:55:54Z,"diaby brachte die mannschaft von trainer alonso am donnerstag in brussel nach sekunden in fuhrung, bakker (",1
"diaby brachte die mannschaft von trainer alonso in brussel schon nach sekunden in fuhrung, bakker (.), frimpong (.) und adam hlozek (.) legten nach",bakker,de,2023-04-20T21:03:29Z,"diaby brachte die mannschaft von trainer alonso in brussel schon nach sekunden in fuhrung, bakker (",1
 bayerleverkusen fuhrte in brussel dank traumstarts durch diaby (.) und spater bakker (.) sowie frimpong (.) mit : und liess sich den aufstieg nicht mehr nehmen,bakker,de,2023-04-20T21:11:48Z,) und spater bakker (,3
"torschutzen unter sich: diaby (links, treffer zum : fur bayerleverkusen) gratuliert bakker (treffer zum :)",bakker,de,2023-04-20T21:15:24Z,"torschutzen unter sich: diaby (links, treffer zum : fur bayerleverkusen) gratuliert bakker (treffer zum :)",3
 bayerleverkusen fuhrte in brussel dank traumstart durch diaby (.) und spater bakker (.) sowie frimpong (.) mit : und liess sich den aufstieg nicht mehr nehmen,bakker,de,2023-04-21T04:27:00Z,) und spater bakker (,3
"party mit den fans: die bayerleverkusen-profis diaby (v.l.), lukas hradecky, wirtz, karim bellarabi, hincapie und tah  bakker: ein monster-spiel des niederlanders",bakker,de,2023-04-21T07:56:02Z,"), lukas hradecky, wirtz, karim bellarabi, hincapie und tah  bakker: ein monster-spiel des niederlanders",4
"bayerleverkusen metamorphose vom abstiegs- zum titelkandidaten  nicht umsonst stellte kapitan lukas hradecky auf das ganze team und speziell auf bakker, der vor wenigen wochen noch aus dem spieltagsaufgebot gegen hertha bsc gestrichen worden war, weil er das abschusstraining verpennt hatte, fest: ""alle kleinen dinge kommen zusammen",bakker,de,2023-04-21T08:50:46Z,"bayerleverkusen metamorphose vom abstiegs- zum titelkandidaten  nicht umsonst stellte kapitan lukas hradecky auf das ganze team und speziell auf bakker, der vor wenigen wochen noch aus dem spieltagsaufgebot gegen hertha bsc gestrichen worden war, weil er das abschusstraining verpennt hatte, fest: ""alle kleinen dinge kommen zusammen",5
"auf der linken seite marschierte derweil bakker auf und nieder, dass hradecky an ein anatomisches wunder glaubte: ""ich weiss nicht, wie viele lungen der mann hat, wahrscheinlich mehr als\xazwei.""  dem niederlandischen linksverteidiger bakker, , wird nachgesagt, er verstehe es, innerhalb von zwei szenen eines fussballspiels sowohl welt- als auch kreisklasse zu verkorpern",bakker,de,2023-04-21T10:02:05Z,"auf der linken seite marschierte derweil bakker auf und nieder, dass hradecky an ein anatomisches wunder glaubte: ""ich weiss nicht, wie viele lungen der mann hat, wahrscheinlich mehr als\xazwei",2
torschutzen unter sich: bakker feiert mit diaby  auf der linken defensiv-seite sucht bayerleverkusen seit jahren nach einer top-verstarkung,bakker,de,2023-04-21T13:21:07Z,torschutzen unter sich: bakker feiert mit diaby  auf der linken defensiv-seite sucht bayerleverkusen seit jahren nach einer top-verstarkung,5
"doch dann bekamen sie plotzlich die konterchance schlechthin, als bakker, demirbay und diaby nach einem leipziger eckball zu dritt gegen einen aufs tor zuliefen und den ball vertandelten (.)",bakker,de,2023-04-23T17:26:57Z,"doch dann bekamen sie plotzlich die konterchance schlechthin, als bakker, demirbay und diaby nach einem leipziger eckball zu dritt gegen einen aufs tor zuliefen und den ball vertandelten (",2
"fruh im spiel vergeudete die werkself eine tolle vier-gegen-einen-konterchance, weil mitchell bakker ins abseits gelaufen war, und vor dem leverkusener tor kam dominik szoboszlai zu einem torabschluss aus guter position, schoss jedoch nicht platziert genug (.)",bakker,de,2023-04-23T17:33:57Z,"fruh im spiel vergeudete die werkself eine tolle vier-gegen-einen-konterchance, weil mitchell bakker ins abseits gelaufen war, und vor dem leverkusener tor kam dominik szoboszlai zu einem torabschluss aus guter position, schoss jedoch nicht platziert genug (",2
"wirtz, bakker, naturlich diaby, dahinter ex-unioner andrich als aggressive leader wussten zu wirbeln",bakker,de,2023-04-29T15:22:00Z,"wirtz, bakker, naturlich diaby, dahinter ex-unioner andrich als aggressive leader wussten zu wirbeln",3
" die ecke hatte frimpong hereingeschlagen, den kopfball brachte bakker aufs tor",bakker,de,2023-04-29T15:32:17Z,"die ecke hatte frimpong hereingeschlagen, den kopfball brachte bakker aufs tor",1
"aissa laidouni (.) jagte einen abgeblockten ball zunachst knapp uber das bayerleverkusen tor, bevor es fur die gaste so richtig brenzlig wurde: unions aussenverteidiger jerome roussillon dribbelte sich auf der linken seite stark durch, als bayerleverkusen bakker erst im letzten vor dem einschussbereiten laidouni (.) klaren konnte",bakker,de,2023-04-29T15:59:43Z,") jagte einen abgeblockten ball zunachst knapp uber das bayerleverkusen tor, bevor es fur die gaste so richtig brenzlig wurde: unions aussenverteidiger jerome roussillon dribbelte sich auf der linken seite stark durch, als bayerleverkusen bakker erst im letzten vor dem einschussbereiten laidouni (",1
"die kolner hatten bereits in der funften minute gluck, als timo hubers bakker foulte, aber rund einen halben meter vor dem strafraum",bakker,de,2023-05-05T20:50:25Z,"die kolner hatten bereits in der funften minute gluck, als timo hubers bakker foulte, aber rund einen halben meter vor dem strafraum",1
"schliesslich versprechen die anderen losungen kein geringeres mass an risiko: bakker, der ohnehin als linker schienenspieler benotigt wird, gilt grundsatzlich als unsicherer kantonist und patzte vor dem gladbacher anschlusstreffer beim :",bakker,de,2023-05-23T10:24:42Z,"schliesslich versprechen die anderen losungen kein geringeres mass an risiko: bakker, der ohnehin als linker schienenspieler benotigt wird, gilt grundsatzlich als unsicherer kantonist und patzte vor dem gladbacher anschlusstreffer beim :",2
"vor dem anschlusstreffer brachte bakker mit einem indiskutabel schlampigen ruckpass torhuter lukas hradecky vollig unnotig in bedrangnis, der den springenden ball torschutze jonas hofmann vor die fusse stoppte",bakker,de,2023-05-22T08:22:38Z,"vor dem anschlusstreffer brachte bakker mit einem indiskutabel schlampigen ruckpass torhuter lukas hradecky vollig unnotig in bedrangnis, der den springenden ball torschutze jonas hofmann vor die fusse stoppte",1
"der ruckpass von bakker auf lukas hradecky war quasi schon ein halbes eigentor, der absurde ball von amiri genau in die fusse des zwei meter vor dem tor stehenden marcus thuram toppte das ganze aber nochmal",bakker,de,2023-05-22T05:09:21Z,"der ruckpass von bakker auf lukas hradecky war quasi schon ein halbes eigentor, der absurde ball von amiri genau in die fusse des zwei meter vor dem tor stehenden marcus thuram toppte das ganze aber nochmal",1
beim : hatte mitchell bakker gepatzt,bakker,de,2023-05-21T19:39:14Z,beim : hatte mitchell bakker gepatzt,3
"   irgendwann kamen dann adli fur bakker und hlozek fur palacios, aber das spiel neigte sich immer mehr in die von der as rom gewunschte richtung",bakker,de,2023-05-18T21:16:32Z,"irgendwann kamen dann adli fur bakker und hlozek fur palacios, aber das spiel neigte sich immer mehr in die von der as rom gewunschte richtung",3
"fur odilon kossounou und andrich, die sich vor einer woche in rom verletzt hatten, und den auf der bank sitzenden adam hlozek beginnen diesmal bakker, demirbay und sardar azmoun",bakker,de,2023-05-18T18:18:15Z,"fur odilon kossounou und andrich, die sich vor einer woche in rom verletzt hatten, und den auf der bank sitzenden adam hlozek beginnen diesmal bakker, demirbay und sardar azmoun",4
"auf dieser wird bakker, der sich in den vergangenen wochen erheblich steigerte, aber immer noch mit vielen schwankungen auftritt, jetzt um seinen platz kampfen mussen",bakker,de,2023-05-15T09:13:43Z,"auf dieser wird bakker, der sich in den vergangenen wochen erheblich steigerte, aber immer noch mit vielen schwankungen auftritt, jetzt um seinen platz kampfen mussen",3
"benficas offensivverteidiger vor wechsel nach bayerleverkusen  fur bayerleverkusen wurde er, sofern die unterschriften unter dem vertrag wie erwartet zeitnah erfolgen, das gewunschte klare upgrade zu dem zuletzt verbesserten, aber doch unbestandigen bakker darstellen",bakker,de,2023-05-14T21:25:54Z,"benficas offensivverteidiger vor wechsel nach bayerleverkusen  fur bayerleverkusen wurde er, sofern die unterschriften unter dem vertrag wie erwartet zeitnah erfolgen, das gewunschte klare upgrade zu dem zuletzt verbesserten, aber doch unbestandigen bakker darstellen",4
"stattdessen beginnen bakker, demirbay, sardar azmoun und adli",bakker,de,2023-05-14T12:51:23Z,"stattdessen beginnen bakker, demirbay, sardar azmoun und adli",2
"torwart lukas hradecky bewahrte bayerleverkusen vor einer hoheren niederlage  hincapie: der junge ecuadorianer begann wieder anstelle von mitchell bakker, ruckte nach bakkers hereinnahme dann wieder links in die dreierkette",bakker,de,2023-05-11T23:42:49Z,"torwart lukas hradecky bewahrte bayerleverkusen vor einer hoheren niederlage  hincapie: der junge ecuadorianer begann wieder anstelle von mitchell bakker, ruckte nach bakkers hereinnahme dann wieder links in die dreierkette",3
"   immer wieder lagen spieler mit blessuren auf dem rasen, bayerleverkusen odilon kossounou musste mit einer muskelverletzung gegen bakker ausgetauscht werden (.)",bakker,de,2023-05-11T21:04:42Z,"immer wieder lagen spieler mit blessuren auf dem rasen, bayerleverkusen odilon kossounou musste mit einer muskelverletzung gegen bakker ausgetauscht werden (",1
"bakker) - hincapie, palacios, andrich (+",bakker,de,2023-05-11T20:54:33Z,"bakker) - hincapie, palacios, andrich (+",4
" ""torschutzen unter sich: frimpong und wirtz (r.) jubeln  sein tor im zusammenspiel mit adli () war genial, ebenso sein hacken-trick auf diaby ()",diaby,de,2023-04-02T12:05:20Z,") jubeln  sein tor im zusammenspiel mit adli () war genial, ebenso sein hacken-trick auf diaby ()",5
"die besten schutzen sind diaby und frimpong, die jeweils acht tore schossen, dahinter rangiert mit schicks landsmann adam hlozek (vier treffer) ein spieler, der nicht selten von der bank kommt",diaby,de,2023-04-05T11:59:37Z,"die besten schutzen sind diaby und frimpong, die jeweils acht tore schossen, dahinter rangiert mit schicks landsmann adam hlozek (vier treffer) ein spieler, der nicht selten von der bank kommt",5
"er glaube, dass bayerleverkusen-profi diaby ,,ein bisschen schneller"" sei",diaby,de,2023-04-07T16:06:06Z,"er glaube, dass bayerleverkusen-profi diaby ,,ein bisschen schneller"" sei",3
 adli mit einem schonen solo (.) und toptorjager diaby mit seinem neunten saisontor (.) sorgten schon vor der pause fur klare verhaltnisse - nationalspieler wirtz legte beide treffer auf,diaby,de,2023-04-08T15:25:37Z,) und toptorjager diaby mit seinem neunten saisontor (,5
"diaby (.), wie adli nach vorlage von wirtz, sowie sardar azmoun per konter (.+) nach dem anschlusstreffer durch djibril sow (.) sorgten fur den verdienten sieg",diaby,de,2023-04-08T15:38:45Z,diaby (,3
schutze des zweiten tores war diaby: ndicka falschte dessen schuss noch leicht ab,diaby,de,2023-04-08T15:41:37Z,schutze des zweiten tores war diaby: ndicka falschte dessen schuss noch leicht ab,3
" bayerleverkusen - eintracht frankfurt : (:), tore: : adli (.), : diaby (.), : djibril sow (.), : sardar azmoun (.+.)  adli besorgte das leverkusener premierentor gegen frankfurt, danach traf auch diaby",diaby,de,2023-04-08T15:43:02Z,"), : diaby (",3
" in bayerleverkusen bestimmten die gastgeber die partie und gewannen verdient durch tore von adli (.), diaby (.) und sardar azmoun (.+)",diaby,de,2023-04-08T15:44:21Z,"), diaby (",4
"auch den zweiten treffer legte wirtz auf, diaby nutzte seine perfekte vorlage (.)",diaby,de,2023-04-08T16:06:11Z,"auch den zweiten treffer legte wirtz auf, diaby nutzte seine perfekte vorlage (",4
" schnell, schneller, diaby: der franzosische sturmer bejubelt sein tor zum : - nach einem pass von wirtz",diaby,de,2023-04-08T19:43:08Z,"schnell, schneller, diaby: der franzosische sturmer bejubelt sein tor zum : - nach einem pass von wirtz",5
die franzosen adli () und diaby () waren fur frankfurt nicht zu stoppen,diaby,de,2023-04-09T06:11:43Z,die franzosen adli () und diaby () waren fur frankfurt nicht zu stoppen,3
"diaby (.), wie adli nach vorlage von wirtz, sowie sardar azmoun per konter (.+) nach dem anschlusstreffer durch djibril sow (.) trafen zum verdienten sieg",diaby,de,2023-04-09T09:20:12Z,diaby (,3
"minute legte sich wirtz ein anspiel meter vor dem gegnerischen tor vor, schaute einmal hoch, sah, wie der flinke diaby in den vollsprint-modus schaltete und spielte ihm den ball zwischen zwei frankfurter verteidiger millimetergenau in den lauf - und zwar so, dass sein mitspieler weder abbremsen noch beschleunigen musste",diaby,de,2023-04-10T16:12:35Z,"minute legte sich wirtz ein anspiel meter vor dem gegnerischen tor vor, schaute einmal hoch, sah, wie der flinke diaby in den vollsprint-modus schaltete und spielte ihm den ball zwischen zwei frankfurter verteidiger millimetergenau in den lauf - und zwar so, dass sein mitspieler weder abbremsen noch beschleunigen musste",1
"naturlich hatte ich ein gewisses talent, aber ich war nicht schnell wie diaby, hatte keine technik wie lionel messi",diaby,de,2023-04-11T06:56:46Z,"naturlich hatte ich ein gewisses talent, aber ich war nicht schnell wie diaby, hatte keine technik wie lionel messi",3
"in bayerleverkusen (:) sah er wegen meckerns die funfte gelbe karte, zuvor war ein foul von diaby an ihm nicht geahndet worden",diaby,de,2023-04-11T07:30:49Z,"in bayerleverkusen (:) sah er wegen meckerns die funfte gelbe karte, zuvor war ein foul von diaby an ihm nicht geahndet worden",1
"franzose sieht bayerleverkusen nicht als favorit gegen saint-gilles  zwei der drei platze sind fix vergeben: diaby als halbrechter sturmer im -- gilt ebenso gesetzt wie wirtz, der formell als mittelsturmer aus dieser position heraus die gegnerischen abwehrspieler anlauft, allerdings bei leverkusener ballbesitz alle freiheiten bekommt, aus der tiefe heraus ordnend wie kreativ zu wirken",diaby,de,2023-04-11T11:04:13Z,"franzose sieht bayerleverkusen nicht als favorit gegen saint-gilles  zwei der drei platze sind fix vergeben: diaby als halbrechter sturmer im -- gilt ebenso gesetzt wie wirtz, der formell als mittelsturmer aus dieser position heraus die gegnerischen abwehrspieler anlauft, allerdings bei leverkusener ballbesitz alle freiheiten bekommt, aus der tiefe heraus ordnend wie kreativ zu wirken",3
mit dieser ausbeute ist er zudem gemeinsam mit diaby und frimpong bester vorbereiter von bayerleverkusen - die waren aber seit saisonstart dabei,diaby,de,2023-04-11T16:45:20Z,mit dieser ausbeute ist er zudem gemeinsam mit diaby und frimpong bester vorbereiter von bayerleverkusen - die waren aber seit saisonstart dabei,5
doch wie lange geht die erfolgsserie noch weiter? sturmer diaby sieht vor dem europa-league-viertelfinale gegen union saint-gilloise zumindest international kein limit fur den werksklub,diaby,de,2023-04-12T15:22:00Z,doch wie lange geht die erfolgsserie noch weiter? sturmer diaby sieht vor dem europa-league-viertelfinale gegen union saint-gilloise zumindest international kein limit fur den werksklub,3
flugelsturmer diaby glaubt mit bayerleverkusen in der endphase der saison an grosse ziele,diaby,de,2023-04-13T03:39:38Z,flugelsturmer diaby glaubt mit bayerleverkusen in der endphase der saison an grosse ziele,4
wie lange spielt diaby noch fur bayerleverkusen?  der franzosische nationalspieler diaby ist nach einer erneut starken saison europaweit begehrt,diaby,de,2023-04-13T14:14:22Z,wie lange spielt diaby noch fur bayerleverkusen?  der franzosische nationalspieler diaby ist nach einer erneut starken saison europaweit begehrt,5
"ich weiss, dass auf sie verlass ist und sie fur eine gute stimmung sorgen werden"", sagte top-scorer diaby () im klub-tv",diaby,de,2023-04-13T17:52:57Z,"ich weiss, dass auf sie verlass ist und sie fur eine gute stimmung sorgen werden"", sagte top-scorer diaby () im klub-tv",5
"beispielhaft dafur war es, dass frimpong und diaby auf bayers starker rechter seite ihre schnelligkeit kaum ausspielen konnten",diaby,de,2023-04-13T21:20:20Z,"beispielhaft dafur war es, dass frimpong und diaby auf bayers starker rechter seite ihre schnelligkeit kaum ausspielen konnten",3
"doch diaby verzog zweimal knapp (./.+), hincapie kopfte bei der grossten gelegenheit am langen pfosten aus zwei metern und spitzem winkel daneben (.)",diaby,de,2023-04-13T21:29:51Z,doch diaby verzog zweimal knapp (,3
hincapie (l.) und tah bedanken sich fur die fan-unterstutzung  adli: die vorlage auf diaby kurz vor der pause war seine beste szene,diaby,de,2023-04-14T08:16:22Z,) und tah bedanken sich fur die fan-unterstutzung  adli: die vorlage auf diaby kurz vor der pause war seine beste szene,4
"unter anderem deshalb, weil er dem eingewechselten sturmer sardar azmoun den auftrag mitgegeben hatte, im strafraum balle zu gewinnen, um sie fur die nachruckenden offensivspieler wirtz oder diaby zum einschuss bereitzulegen",diaby,de,2023-04-14T11:55:04Z,"unter anderem deshalb, weil er dem eingewechselten sturmer sardar azmoun den auftrag mitgegeben hatte, im strafraum balle zu gewinnen, um sie fur die nachruckenden offensivspieler wirtz oder diaby zum einschuss bereitzulegen",4
"die schnellen flugelspieler frimpong, diaby (rechts) und adli (links) wurden zu bayers scharfsten waffen",diaby,de,2023-04-16T07:30:18Z,"die schnellen flugelspieler frimpong, diaby (rechts) und adli (links) wurden zu bayers scharfsten waffen",5
"die langen balle auf die von vfl-trainer niko kovac als ""flinken jungs"" bezeichneten offensiv-stars um diaby kamen nur selten an",diaby,de,2023-04-16T19:29:40Z,"die langen balle auf die von vfl-trainer niko kovac als ""flinken jungs"" bezeichneten offensiv-stars um diaby kamen nur selten an",2
"die langen balle auf die von vfl-trainer niko kovac als ,,flinken jungs"" bezeichneten offensiv-stars um diaby kamen nur selten an",diaby,de,2023-04-16T19:34:14Z,"die langen balle auf die von vfl-trainer niko kovac als ,,flinken jungs"" bezeichneten offensiv-stars um diaby kamen nur selten an",2
"die langen balle auf die von vfl-trainer niko kovac als ""flinke jungs"" bezeichneten offensiv-stars um diaby kamen nur selten an",diaby,de,2023-04-16T19:39:52Z,"die langen balle auf die von vfl-trainer niko kovac als ""flinke jungs"" bezeichneten offensiv-stars um diaby kamen nur selten an",2
"trainer kovac schwarmt vom verteidiger, der viele millionen bringen soll  durchgesetzt: micky van de ven im duell mit bayerleverkusen diaby (re.).\r  \r  vor allem viel geld muss derjenige mitbringen, der den abwehrmann verpflichten mochte",diaby,de,2023-04-18T16:13:08Z,"trainer kovac schwarmt vom verteidiger, der viele millionen bringen soll  durchgesetzt: micky van de ven im duell mit bayerleverkusen diaby (re",1
